image_id,batch,unit_lesson,term_en,translation_ar,suggested_filename,visual_idea_en,generation_prompt_en,status
447,9,U2 L4&5,walk,يمشي,cartoon-447-walk.png,"a single clear, child-friendly visual that shows the literal meaning of “walk” (يمشي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “walk”. Arabic teaching meaning for interpretation only: “يمشي”. Show: a single clear, child-friendly visual that shows the literal meaning of “walk” (يمشي).",To generate
448,9,U1 L3,walk through,يتجول في,cartoon-448-walk-through.png,a family walking through a forest path,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “walk through”. Arabic teaching meaning for interpretation only: “يتجول في”. Show: a family walking through a forest path.",To generate
449,9,U2 L4&5,walked,يمشي,cartoon-449-walked.png,a child walking along a safe path,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “walked”. Arabic teaching meaning for interpretation only: “يمشي”. Show: a child walking along a safe path.",To generate
450,9,U4 L4&5,warm clothes,ملابس ثقيلة,cartoon-450-warm-clothes.png,"a single clear, child-friendly visual that shows the literal meaning of “warm clothes” (ملابس ثقيلة)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “warm clothes”. Arabic teaching meaning for interpretation only: “ملابس ثقيلة”. Show: a single clear, child-friendly visual that shows the literal meaning of “warm clothes” (ملابس ثقيلة).",To generate
451,9,U1 L2,wash face,يغسل الوجه,cartoon-451-wash-face.png,"a single clear, child-friendly visual that shows the literal meaning of “wash face” (يغسل الوجه)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “wash face”. Arabic teaching meaning for interpretation only: “يغسل الوجه”. Show: a single clear, child-friendly visual that shows the literal meaning of “wash face” (يغسل الوجه).",To generate
452,9,U5 L4&5,water hoses,خراطيم المياه,cartoon-452-water-hoses.png,"a single clear, child-friendly visual that shows the literal meaning of “water hoses” (خراطيم المياه)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “water hoses”. Arabic teaching meaning for interpretation only: “خراطيم المياه”. Show: a single clear, child-friendly visual that shows the literal meaning of “water hoses” (خراطيم المياه).",To generate
453,9,U3 L3,weak,ضعيف,cartoon-453-weak.png,a small weak plant needing water beside a strong healthy plant,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “weak”. Arabic teaching meaning for interpretation only: “ضعيف”. Show: a small weak plant needing water beside a strong healthy plant.",To generate
454,9,U2 L3,wear,يرتدي,cartoon-454-wear.png,"a single clear, child-friendly visual that shows the literal meaning of “wear” (يرتدي)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “wear”. Arabic teaching meaning for interpretation only: “يرتدي”. Show: a single clear, child-friendly visual that shows the literal meaning of “wear” (يرتدي).",To generate
455,9,U2 L3,weave,ينسج,cartoon-455-weave.png,"a single clear, child-friendly visual that shows the literal meaning of “weave” (ينسج)","Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “weave”. Arabic teaching meaning for interpretation only: “ينسج”. Show: a single clear, child-friendly visual that shows the literal meaning of “weave” (ينسج).",To generate
456,9,U1 L1,What a beautiful day!,يا له من يوم جميل!,cartoon-456-what-a-beautiful-day.png,children happily enjoying a beautiful sunny day in a green park,"Clean 2D educational cartoon illustration for a Primary 4 English vocabulary flashcard; portrait 3:4 composition; warm pale-cream background; one focused child-friendly subject or scene; rounded friendly shapes; clean dark navy outlines; soft gentle shadows; bright but balanced colors; no text, English or Arabic letters, numbers, labels, logos, watermark, border, collage, split panel, or extra objects. Target word or phrase: “What a beautiful day!”. Arabic teaching meaning for interpretation only: “يا له من يوم جميل!”. Show: children happily enjoying a beautiful sunny day in a green park.",To generate
